Word	Prefix	Stem	Tone	POS	Class	Gloss	No	Note	Dialect
nyabayangwe		nyabayangwe	LLFL	n.	9/10?	vervet monkey(s)	11106		(K)
nyabo		nyabo	LL	i.	1a?	madam	11107		(G)
enyabumba	e	nyabumba	LLFL	n.	10-Sep	mason wasp(s) ; hairy spider(s)	11108		
enyaburiko	e	nyaburiko	LLLLL	n.	9?	white-flowered spiny bush tree	11109		
enyabutongo	e	nyabutongo	LLHLL	n.	9?	vegetable like spinach	11110		
enyabya	e	nyabya	LHL	n.	10	clay vegetable dishes	11111		
enyabyaka	e	nyabyaka	LLHL	n.	10	sawage-fly/flies	11112		
enyagamo	e	nyagamo	LHLL	n.	10-Sep	screen(s)	11113		
Nyaikoma		Nyaikoma	LLHL	n.		April	11114		
enyairaka	e	nyairaka	LLLHL	n.	10-Sep	vowel(s)	11115		
Nyairirwe		Nyairirwe	LLLL	n.		July ; a July wind	11116		
enyakabaka	e	nyakabaka	LLLHL	n.	10-Sep	hawk(s)	11117		(A)
enyakabara	e	nyakabara	LLLHL	n.	10	aborigine(s)	11118		
nyakaju		nyakaju	LLL	n.		chief's small house; guest room	11119		
Nyakabiikuru		Nyakabiikuru	LLLLLL	n.		old woman who props up the sky	11120		
Nyakanga		Nyakanga	LFL	n.		August heat	11121		
enyakanwa	e	nyakanwa	LLLL	n.	10-Sep	consonant(s)	11122		
enyakatooma	e	nyakatooma	LLLHLL	n.	9?	wild mulberry tree	11123		
nyakufa		nyakufa	LLL	n.		the deceased	11124		
nyakusinga		nyakusinga	LLLL	i.		your majesty	11125		
enyama	e	nyama	LLL	n.	10-Sep	meat; flesh; muscle(s)	11126		
nyamabondo		nyamabondo	LLLL	n.		toad	11127		
nyamagoye		nyamagoye	LHLL	n.		albino	11128		
enyamaishwa	e	nyamaishwa	LLHHL	n.	10-Sep	animal(s)	11129		
enyambukiro	e	nyambukiro	LLLLL	n.	10-Sep	ford(s); harbour(s)	11130		
enyamburara	e	nyamburara	LLHLL	n.	10	small snakes	11131		
nyamugundu			LLHL	n.		hugeness	11132		
nyamugurusi			LLLHL	i.		sir; title of respect	11133		
Nyamuhanga			LLLL	n.		the Creator	11134		
enyamukiza	e	nyamukiza	LLLHL	n.	10	umbilical cords of cattle	11135		
nyamakonora		nyamakonora	LLHLL	n.		the gloriosa lily	11136		
nyamukuru		nyamukuru	LLHL	i.		"title of respect, sir"	11137		
nyamunjuuris		nyamunjuuri	LLLLL	n.		waxbill	11138		(K)
nyamunyonyi			LLLL	n.		pelican	11139		(K)
enyamurimi	e	nyamurimi	LLLLL	n.	10	ant-bear(s)	11140		
nyamurunga		nyamurunga	LLLL	n.		bishop-bird	11141		
nyamushuna		nyamushuna	LLLL	n.		chicken-pox	11142		(A)
nyamusimbi		nyamusimbi	LLLL	n.		green dungbeetle	11143		(K)
Nyamuteza		nyamuteza	LLLL	n.		Pluto;	11144		
owa Nyamuteza	owa	Nyamuteza	LLLLLL	:		in Hades	11145		
enyamutsimbi	e	nyamutsimbis	LLLLL	n.	10-Sep	green dungbeetle(s)	11146		(A)
enyamuziga	e	nyamuziga	LLLLL	n.	10-Sep	wheel(s) ; hoop(s) ; circle(s); bicycle(s)	11147		
nyamwekurura		nyamwekurura	LLLHL	n.		kind of mushroom	11148		
nyamwingi		nyamwingi	LFL	n.		ekya	11149		
nyamwingi	ekya	nyamwingi	LFL	:	7	"vast, extensive"	11150		
enyamwonyo	e	nyamwonyo	LLFL	n.	9?	matooke for eating	11151		
enyana	e	nyana	LLL	n.	10-Sep	calf/calves; heifer(s)	11152		(A)
enyanga	e	nyanga	LLL	n.	10-Sep	den(s); cave(s)	11153		
enyangi	e	nyangi	LLL	n.	10-Sep	egret(s)	11154		(A)
enyango	e	nyango	LLL	n.	9?	meanness; hatred	11155		
enyangwe	e	nyangwe	LLL	n.	10-Sep	vervet monkey(s)	11156		(A)
enyangye	e	nyangye	LLL	n.	10-Sep	egret(s)	11157		(K)
enyanja	e	nyanja	LLL	n.	10	"sea ; lake, milk presented at the birth of a child"	11158		
enyanjazo	e	nyanjazo	LLLL	n.	10-Sep	rake(s)	11159		
enyankokoore	e	nyankokoore	LLLHHL	n.	9?	sweet grass	11160		
enyano	e	nyano	LLL	n.	10	spaces between the fingers; hollows near the shoulders	11161		
enyarubabi	e	nyarubabi	LLLLL	n.	10-Sep	grass snake(s)	11162		
enyarubwa	e	nyarubwa	LLLL	n.	9?	insolent	11163		
enyaruju	e	nyaruju	LLLL	n.	10-Sep	chameleon(s); front of large house(s)	11164		
enyarwanda	e	nyarwanda	LLLL	n.	10-Sep	long-bladed spear(s)	11165		
nyarwefoora		nyarwefoora	LLHLL	n.		plant with black dye	11166		
enyarwekiika	e	nyarwekiika	LLLLLL	n.	10	swollen glands	11167		
nyarweziringa		nyarweziringa	LLLLL	n.		thorn-apple (a weed )	11168		
enyatano	e	nyatano	LLLL	n.	10-Sep	border(s); boundary (-ies)	11169		
enyatika	e	nyatika	LLLL	n.	10-Sep	"crack(s), cleft(s)"	11170		
enyawaawa	e	nyawaawa	LLHLL	n.	10	green ibis ; hadada	11171		
enyegyesa	e	nyegyesa	LHLL	n.	10-Sep	doctrine(s)	11172		
enyegyeso	e	nyegyeso	LHLL	n.	10	court fees	11173		(A)
enyeju	e	nyeju	LLL	n.	9?	slimy mud	11174		(A)
nyekiro		nyekiro	LLL	i.		at night	11175		
enyekubo	e	nyekubo	LLLL	n.	10	"bends, turns"	11176		(A)
enyemera	e	nyemera	LLLL	n.	9?	topi	11177		
enyemibwa	e	nyemibwa	LLLL	n.	9/10?	good-looking	11178		
nyemi nka		nyemi nka	LLL	a.		(I) looking like	11179		
enyena	e	nyena	LLL	n.	10-Sep	calf/calves	11180		(K)
nyencakare		nyencakare	HHLL	i.		tomorrow	11181		
enyenje	e	nyenje	LLL	n.	10	plants used for rubbing calves	11182		
nyenka	nye	nka	LL	a.		"I alone, only me; myself"	11183		
nyentsya		nyentsya	LL	n.		the day after tomorrow (fig.) the next time	11184		
enyerere	e	nyereren	LLLL	n.	10	bangles	11185		
enyigi	e	nyigi	LLL	n.	10	doors	11186		
enyiho	e	nyiho	LLL	n.	10-Sep	cause(s)	11187		
enyikiriza	e	nyikiriza	LLLLL	n.	10-Sep	creed(s)	11188		
enyiko	e	nyiko	LLL	n.	10	millet-stirring sticks	11189		
nyina		nyina	LL	n.	1a	(his/her/its) mother	11190		
enyina	e	nyina	LLL	n.	10	smoking -holes for bananas	11191		
nyinaabe		nyinaabe	LLLL	n.	1a	his wife	11192		
nyinabo		nyinabo	LLL	n.	1a	their mother	11193		
*nyinabonoomwe		nyinabonoomwe	LLLHHL	n.	1a	mother of two	11194		
nyinabwo		nyinabwo	LLL	n.	1a	(children's) mother	11195		
enyina-emwe	e	nyina-emwe	LLLLL	n.	1a?	mother of many	11196		
nyinako		nyinako	LLL	n.	1a	(child's) mother	11197		
nyinarimi		nyinarimi	LLLL	n.	1a	(his/her) mother's brother	11198		(A)
nyinarimibo		nyimarimibo	LLLLL	n.	1a	their mother's brother	11199		(A)
nyinarimibwo		nyinarimibwo	LLLLL	n.	1a	(children's) mother's brother	11200		(A)
nyinarimiko		nyinarimiko	LLLLL	n.	1a	(child 's) mother's brother	11201		(A)
nyinarume		nyinarume	LLLL	n.	1a	(his/her) mother's brother	11202		(K)
nyinarumebo		nyinarumebo	LLLLL	n.	1a	their mother's brother	11203		(K)
nyinarumebwo		nyinarumebwo	LLLLL	n.	1a	(children's) mother's brother	11204		(K)
nyinarumeko		nyinarumeko	LLLLL	n.	1a	(child 's) mother's brother	11205		(K)
nyinazaara		nyinazaara	LLLLL	n.	1a	(his/her) mother-inlaw	11206		
nyinazaarabo		nyinazaarabo	LLLLLL	n.	1a	their mother-inlaw	11207		
enyindo	e	nyindon	LLL	n.	10-Sep	nose(s)	11208		
enyina-emwe	e	nyina-emwe	LLHHL	n.	1a?	lit. mother of many; (per ext.) brothers or sisters	11209		
nyine	ny	ine	LL	v.		I have	11210		
nyineeka		nyineeka	LLLL	n.	1a	master of the house	11211		
nyinenda		nyinenda	LLL	n.		womb	11212		
nyinenkuru		nyinenkuru	LLLL	n.	1a	(his/her) grandmother	11213		
nyinenkurubo		nyinenkurubo	LLLLL	n.	1a	their grandmother	11214		
nyinenkurubwo		nyinenkurubwo	LLLLL	n.	1a	(children's) grandmother	11215		
nyinenkuruko		nyinenkuruko	LLLLL	n.	1a	(child's) grandmother	11216		
nyinento		nyinento	LLL	n.	1a	(his/her) mother's sister	11217		
nyinentobo		nyinentobo	LLLL	n.	1a	their mother's sister	11218		
nyinentobwo		nyinentobwo	LLLL	n.	1a	(children's) mother's sister	11219		
nyinentoko		nyinentoko	LLLL	n.	1a	(child 's) mother's sister	11220		
enyingana	e	nyingana	LLLL	n.	9?	size	11221		
enyingi	e	nyingi	LFL	a.	10	(the) many	11222		
*nyingiho		nyingiho	HLL	a.		several	11223		
enyiriri	e	nyiriri	LLLL	n.	10	lines; verses	11224		(G)
enyiru	e	nyiru	LLL	n.	9?	peasants' land; agricultural land	11225		
enyogori	e	nyogori	LLLL	n.	10-Sep	larva(e)	11226		
nyoko		nyoko	LL	n.	1a	your mother	11227		
nyokoimwe		nyokoimwe	LHLL	n.	1a	your (pl.) mother	11228		
nyokorome		nyokorome	LLHL	n.	1a	your mother's brother	11229		(K)
nyokoromeimwe		nyokoromeimwe	LLHLLL	n.	1a	your (pl.) mother's brother	11230		(K)
nyokoromi		nyokoromi	LLHL	n.	1a	your mother's brother	11231		(A)
nyokoromiimwe		nyokoromiimwe	LLHLLL	n.	1a	your (pl.) mother's brother	11232		(A)
nyokozaara		nyokozaara	LLLLL	n.	1a	your mother-in-law	11233		
nyokozaaraimwe		nyokozaaraimwe	LLLLLLL	n.	1a	your (pl.) mother-in-law	11234		
nyokwenkuriimwe		nyokwenkuriimwe	LLLLLL	n.	1a	your ( pl.) grandmother	11235		
nyokwenkuru		nyokwenkuru	LLLL	n.	1a	your grandmother	11236		
nyokwento		nyokwento	LLL	n.	1a	your mother's sister	11237		
nyokwentoimwe		nyokwentoimwe	LLLLL	n.	1a	your ( pl.) mother's sister	11238		
enyoma	e	nyoma	LHL	n.	10	wires	11239		
enyombeka	e	nyombeka	LHLL	n.	10-Sep	style(s) of building	11240		
enyombo	e	nyombo	LHL	n.	10	uproars	11241		
nyomushana		nyomushana	LLLL	i.		in the daytime	11242		
nyomwabazyo		nyomwabazyo	LLLL	i.		yesterday	11243		(A)
nyomwebazyo		nyomwebazyo	LLLL	i.		yesterday	11244		(K)
enyomyo	e	nyomyo	LHL	n.	10-Sep	"post(s), pole(s); pillar(s); axle(s), axls"	11245		
enyondo	e	nyondo	LLL	n.	10-Sep	hammer(s)	11246		
enyonga-rwizi	e	nyonga-rwizi	LLLFL	n.	10-Sep	water-insect(s)	11247		
enyongoyongo	e	nyongoyongo	LLHLL	n.	10	herons	11248		
enyonjo	e	nyonjo	LLL	a.	10-Sep	clean	11249		(G)
enyonjo	e	nyonjo	LLL	n.	10	stoop; round shoulders	11250		
enyonto	e	nyonto	LHL	n.	10-Sep	nipple(s)	11251		
enyonyi	e	nyonyi	LLL	n.	10-Sep	"bird(s); aeroplane(s); noises from asthma, embryos"	11252		
enyonyobzi	e	nyonyobzi	LLHL	n.	10-Sep	"star(s), firefly(-ies)"	11253		
enyonza	e	nyonza	LHL	n.	10	thorny bushes; edible berries; robin-chat(s)	11254		
enyorekyerera	e	nyorekyerera	LHLLLL	n.	10	index; contents	11255		
enyorora	e	nyorora	LHLL	n.	9?	care	11256		
enyorozi	e	nyorozi	LLLL	n.	10-Sep	maggot(s); grub(s)	11257		
enyoshe	e	nyoshe	LHL	n.	10-Sep	stale drink(s)	11258		
enyotsyo	e	nyotsyo	LLL	n.	10-Sep	burn(s)	11259		
nyowe		nyowe	LL	i.		"I, me"	11260		
enyugunyu	e	nyugunyu	LLLL	n.	10-Sep	hip(s)	11261		
enyuguta	e	nyuguta	LLLL	n.	10-Sep	letter(s) of the alphabet	11262		
enyundo	e	nyundo	LLL	n.	9?	hammer	11263		(K)
enyungu	e	nyungu	LLL	n.	10-Sep	pot(s); smoking pipe(s)	11264		
enywani	e	nywani	LLL	n.	10-Sep	animal friend(s)	11265		
enywero	e	nywero	LLL	n.	10	long-necked clay drinking vessels	11266		
enzaana	en	zaanan	LLLL	n.	9?	play; way of playing	11267		
obariremu		obariremu	LLLLL	i.		including	11268		
obiine	obi	ine	LLLL	v.		you have them; who has them	11269		
obwine	obw	ine	LLL	v.		you have it/them; who has it/ them	11270		
ocureire	o	cureire	LHLLL	a.		"quiet, calm"	11271		
ofiire	o	fiire	LLLL	a.		dead	11272		
ofiisa		ofiisa	HLLL	n.		officer	11273	< Engl.	
ofiisi		ofiisi	HLLL	n.		office	11274	< Engl.	
ogaine	oga	ine	LLLL	v.		you have it /them; who has it/them	11275		
ogiine	ogi	ine	LLLL	v.		you have it/them; who has it/them	11276		
ogu	ogu		LL	a.		"this, this one"	11277		
ogumeho	o	gumeho	LLLL	i.		good-bye	11278		
ogumire ?	o	gumire	LLLL	i.		how are you ?	11279		
oha ?		oha	LL	a.		who ?	11280		
ohereire	o	hereire	LHLLL	a.		nearby	11281		
ohikire	o	hikire	LLLL	a.		right	11282		
ohikiriire	o	hikiriire	LLLLLL	a.		righteous	11283		
ohuriire	o	huriire	LLLLL	a.		"living, alive"	11284		
ohwerize	o	hwerize	LLLL	a.		clever	11285		
enzaarira	en	zaarira	LLLLL	n.	10-Sep	kind(s) of caterpillar	11286		(A)
enzaarwa	en	zaarwa	LLLL	n.	10-Sep	native(s)	11287		
enzamba	en	zamba	LLL	n.	10-Sep	"horn(s), trumpet(s)"	11288		
enzaza	en	zaza	LLL	n.	9? 9/10	"reedbuck, (K) kind(s) of snake"	11289		
enzibuuru	en	zibuuru	LLLLL	n.	10-Sep	sticky thing(s); wax	11290		(A)
enziga	en	ziga	LLL	n.	9?		11291		
kuteera enziga	ku	teera enziga	LHLLLLL	:		play a game like hoop-la	11292		
enzigu	en	zigu	LLL	n.	9?	vengeance	11293		
enzigye	en	zigye	LLL	n.	10	locusts	11294		
nziine	nzi	ine	LLL	v.		I have them	11295		
enziizi	en	ziizi	LLLL	n.	10	swarms of flies	11296		
enzika	en	zika	LLL	n.	9?	place where dirt collects	11297	"(e.g., in thefingernalls)"	
nzima	n	zima	LL	a.	9/10?	"true, real,"	11298		
nzima y' emikono	n	zima y' emikono	LLHLHL		9	fast-running (animal)	11299		
enzimu	en	zimu	LLL	n.	10	"stick insects, mantis ; thin, ill people"	11300		
enzinduka	en	zinduka	LLLL	v.	10	black patches on the face through a	11301		
enzinduko	en	zinduko	LLLL	n.	10	visits; journeys	11302		
enzingami	en	zingami	LLLL	n.	10-Sep	person(s) with weak legs	11303		
enziramire	en	ziramire	LLLLL	n.	10	pythons	11304		
nziriya	nzi	riya	LLL	a.	10	those over there	11305		
enziro	en	ziro	LLL	n.	9?	soot	11306		
enzirwa	en	zirwa	LLL	n.	10-Sep	neglected one(s)	11307		
enzito	en	zito	LLL	n.	10-Sep	maggot(s); jigger(s)	11308		
enzizi	en	zizi	LLL	n.	10-Sep	open wound(s)	11309		
nzizi	n	zizi	LL	a.	10	"these, here they are"	11310		
nzizo	n	zizo	LL	a.	10	those; there they are	11311		
enzo	en	zo	LL	n.	9?	grey eagle	11312		(K)
oijwire	o	ijwire	HLLL	a.	1	full	11313		
oine	o	ine	LLL	v.		"you have, who has"	11314		
oiro		oiro	HLL	n.		(lubricating) oil	11315	< Engl.	
ojunirwe	o	junirwe	LLHL	n.		"saved one, a mulokole"	11316		
ojwaire	o	jwaire	LHLL	a.		wearing	11317		
okabire	o	kabire	LLLL	a.		exhausted; dead	11318		
okaine	oka	ine	LLLL	v.		"you have it, who has it"	11319		
okiine	oki	ine	LLLL	v.		"you have it, who has itwho still has"	11320		
okiri	oki	ri	LLL	v.		you still are; who still is	11321		
oku	oku		LL	a.	15	this; how	11322		
okukira	oku	kira	LLHL	i.	15	in addition; than;	11323		
n' okukira	n' oku	kira	HLHL	:		besides- especially	11324		
okukiraho	oku	kiraho	LLLLL	i.	15	and more	11325		
okundi	oku	ndi	LFL	i.	15	otherwise	11326		
okuzire	oku	zire	LLLL	a.	15	"old, grown-up"	11327		
okwine	okw	ine	LLL	v.	15	you have it- who has it	11328		
okwoho	okw	oho	LLL	i.	15	"(K) oh, no !"	11329	(pron. with short 'o') 	
omu	omu		LL	i.	18	"inside, in; into; in here; to; omu"	11330		
omu nyanja.	omu	nyanja	LLLL	:	18	on the lake	11331		
omu muhanda	omu mu	handa	LLLFL	:	18	on the way	11332		
omuri	omu	ri	LLL	i.	18	in; into; to (used with proper names and pronouns)	11333		
omwe	o	mwe	HL	a.	1	one (person)	11334		
omweija	omw	eija	LLLL	a.	1	the other (of two people)	11335		
ondi	o	ndi	LL	a.	1	another; the other	11336		(N)
ondiijo	o	ndiijo	LLLL	a.	1	"another, the other"	11337		
onu	onu		LL	a.	1	"this, this one"	11338		(N)
oraare gye	o	raare gye	LLLHL	i.		good-night	11339		
orahe ?	o	rahe	LLL	v.		where are you ?	11340		(K)
orahi ?	o	rahi	LLL	v.		where are you ?	11341		
Oraire gye ?	O	raire gye?	LLLLL	i.		good-morning	11342		
ori	o	ri	LL	v.	1	you are ; who is ; (N) that (person) over there	11343		
oriho	o	riho	LLL	v.		"you are here, who is here"	11344		
oriine	ori	ine	LLLL	v.		you have it- who has it	11345		
orikatunga 'we!	o	rikatunga 'we	LLLLLL	i.		please do!	11346		
orikubuuzibwa	o	rikubuuzibwa	LLLLLLL	n.		candidate	11347		
orikufuka	o	rikufuka	LLLLL	a.		cold; wet	11348		
orikutagata	o	rikutagata	LLLLLL	a.		warm	11349		
orikwera	o	rikwera	LLLL	a.		white; holy; (P) Saint; Holy	11350		
orikwiragura	o	rikwiragura	LLLLLL	a.		black- dark	11351		
Orikwiragura	o	rikwiragura	LLLLLL	n.		an African	11352		
orikwotsya	o	rikwotsya	LLLL	a.		hot	11353		
orimu	ori	mu	LLL	v.		"you are inside; who is inside, you have inside you, who has"	11354		
oriya	o	riya	LLL	a.		that (person) over there	11355		
oriyo	o	riyo	LLL	v.		you are there; who is there;	11356		
oriyo ota?	o	riyo ota	LLLFL	v.		how are you?	11357		
epa	e	pa	HL	n.	9/10?	woman/women without breasts	11358		
Paapa		paapa	HLL	n.	1a?	Pope	11359		
paasi		paasi	HHL	n.	9/10?	(flat-)iron(s)	11360		
Paasika		Paasika	LLLL	n.		(RC) Easter	11361	< Lat.?	
paipai		paipai	LLLL	i.		all gone !	11362		(A)
paipu		paipu	HLL	n.		pipe	11363	< Engl.	
pakiti		pakiti	HLL	n.	10-Sep	packet(s)	11364		
pamba		pamba	FL	n.		cotton; cotton-wool	11365		
pamiti		pamiti	LLL	n.		permit	11366	< Engl.	
epata	e	pata	LLL	n.	10-Sep	hinge(s)	11367	< Sw.	
epataasi	e	pataasi	LLHLL	n.	10-Sep	chisel(s)	11368		
patirisi		patirisi	LLHL	n.		puttees	11369		
Pentekooti		pentekooti	LLHLL	n.		(RC) Whitsun	11370	< Lat.?	
eraatiri	e	raatiri	LLLLL	n.	10-Sep	pound(s)	11371		
eraazi	e	raazi	LHLL	n.	10-Sep	squint(s)	11372		
eranda	e	randa	LLL	n.	10-Sep	plane(s)	11373		
erangi	e	rangi	LFL	n.	10-Sep	colour(s)	11374		
rasiisi		rasiisi	LLLL	n.	9?	licence	11375	< Engl.	
erazi	e	razi	LHL	n.		small plant with flowers hidden in leafy spikes	11376		
reeru		reeru	HHL	i.		and then	11377		
oru	oru		LL	a.	11	this	11378		
oruhire	o	ruhire	HLLL	a.		tired	11379		
orwaire	o	rwaire	LLLL	a.		ill	11380		
orwine	orw	ine	LLL	v.	11	you have it; who has it	11381		
oshemereirwe	o	shemereirwe	LHLLLL	a.		happy	11382		
osiibe gye	o	siibe gye	LHHLL	i.		good-bye	11383		
osiibire gye	o	siibire	LLLHLL	i.		good afternoon; good evening	11384		
osinzire	o	sinzire	LLLL	a.		drunk	11385		
osyo	o	syo	LL	a.		like that; all right ! thank you !	11386		(K)
ota ?	o	ta	LL	a.		how (are you) ?	11387		
otahwaho	o	tahwaho	LHLL	a.		eternal	11388		
otaine	o	taine	LLLL	v.		(when) you have not; who has not	11389		
otaireho	o	taireho	LLLLL	i.		including	11390		
otakareebwaga	o	takareebwaga	LHLLLLL	a.		remarkable	11391		
otari	ota	ri	LLL	v.		(when) you are not; who is not	11392		
oti	o	ti	LL	a.		like this; you said...	11393		
otu	otu		LL	a.	13	this/these	11394		
otuuraine	otu	uraine	LLLLLL	n.	13	neighbour	11395		
otwine	otw	ine	LLL	v.		you have it/them; who has it/them	11396		
otyo	o	tyo	LL	a.		like that; all right ! thank you !	11397		
ou			LL	a.		whom	11398		
oyanguhi	oy	anguhi	LLLL	a.		light person; easy person	11399		
oyemi nka	o	yemi nka	LHLL	a.		(who /you) looking like	11400		
peterori		peterori	LLHL	n.		petrol	11401	< Engl.	
Piida		piida	HHL	n.		P.W.D. (Public Works Department)	11402		
piipiipii		piipiipii	HHLLLL			heavily	11403		
Piisi		piisi	HHL	n.		P.C. (Provincial Commissioner)	11404		
pikipiki		pikipiki	LLLL	n.		motor-cycle	11405		
pimi		pimi	LH	i.		suddenly	11406		(A)
epipa	e	pipa	LHL	n.		"barrel(s), drum(s)"	11407		
piripiri		piripiri	LLLL	n.		pepper	11408		
eposho	e	posho	LHL	n.	9?	maize flour; rations	11409		
posta		posta	LL	n.		"post, mail"	11410	< Engl.	
puraani		puraani	LLLL	n.	10-Sep	plan(s)	11411	< Engl.	
reerwe		reerwe	LLL	n.		railway	11412	< Engl.	
reka		reka	LL	i.		let us... (used with the subjunctive ; do not (used with the infinitive)	11413		
erende	e	rende	LLL	n.	9?	thick beer	11414		
eri	eri		LL	a.	5	which (objective)	11415		
eribi	eri	bi	LHL	a.	5	bad; ugly; dirty	11416		
eribisi	eri	bisi	LLHL	a.	5	ralv; moist	11417		
ericureire	eri	cureire	LLLLLL	a.	5	"calm, quiet"	11418		
erifiire	eri	fiire	LHLLL	a.	5	dead; bad (used of an egg)	11419		
erigarami	eri	garami	LHLLL	a.	5	"open, spacious"	11420		
erigufu	eri	gufu	LLHL	a.	5	short	11421		
erihango	eri	hango	LLFL	a.	5	"large, fat"	11422		
erihereire	eri	hereire	LLLLLL	a.	5	nearby	11423		
erihikire	eri	hikire	LLLLL	a.	5	right	11424		
erihuriire	eri	huriire	LHLLLL	a.	5	living	11425		
erihweire	eri	hweire	LHLLL	a.	5	past	11426		
eriiba	eri	iba	LLLL	n.	5	pigeon	11427		
riiha ?	rii	ha	LLL	a.	5	which one ?	11428		
eriijwire	eri	ijwire	LHHLL	a.	5	full	11429		
eriine	eri	ine	LLLL	v.	5	which has	11430		
eriino	eri	ino	LLLL	n.	5	tooth	11431		
eriisho	eri	isho	LHLL	n.	5	eye	11432		
eriizi	eri	izi	LHLL	n.	5	tear (in eye)	11433		
erikiine	eriki	ine	LLLLL	v.	5	which/it has it; which/it still has	11434		
erikiri	eriki	ri	LLLL	v.	5	which/it still is	11435		
erikuru	eri	kuru	LLLL	a.	5	important; old	11436		
erikye	eri	kye	LHL	a.	5	"small, a little"	11437		
erimwe	eri	mwe	LHL	a.	5	(the) one	11438		
erimweija	eri	mweija	LLHLL	a.	5	the other (of two)	11439		
erindi	eri	ndi	LLL	a.	5	another; the other	11440		
ringi	r	ingi	FL	a.		much	11441	"(e.g., eih‡ri)"	
rinu	ri	nu	HL	a.		this	11442		(N)
ripoota		ripoota	LHLL	n.		report	11443	< Engl.	
rirahe	ri	rahe	LLL	v.		where is it ?	11444		(K)
rirahi ?	ri	rahi	LLL	v.		where is it ?	11445		
eriraingwa	eri	raingwa	LLHHL	a.	5	tall; long	11446		
eriri	eri	ri	LLL	v.	5	which/it is	11447		
riri	ri	ri	LL	a.	5	that over there	11448		(N)
eririho	eri	riho	LLLL	v.	5	which/it is here	11449		
eririkubira	eririku	bira	LLHLLL	a.	5	boiling	11450		
eririkufuka	eri	rikufuka	LLHLLL	a.	5	cold- wet	11451		
eririkutagata	eri	rikutagata	LLHLLLL	a.	5	warm	11452		
eririkutukura	eri	rikutukura	LLHLLLL	a.	5	red	11453		
eririkwera	eri	rikwera	LLLFL	a.	5	white	11454		
eririkwiragura	eri	rikwiragura	LLLLLLL	a.	5	black	11455		
eririkwotsya	eri	rikwotsya	LLLLL	a.	5	hot [...(t)...]	11456		
eririmu	eri	rimu	LLLL	v.	5	which/it is there	11457		
ririya	ri	riya	LLL	a.	5	that over there	11458		
eririyo	eri	riyo	LLLL	v.	5	which/it is there	11459		
erirofa	eri	rofa	LLHL	a.	5	dirty	11460		
erirungi	eri	rungi	LLHL	a.	5	good; clean; beautiful	11461		
risiiti		risiiti	LHLL	n.		receipt	11462	< Engl.	
erisya	eri	sya	LHL	a.	5	new	11463		
risyo	ri	syo	LL	a.	5	like that	11464		(K)
rita ?	ri	ta	LL	a.	5	how (is it) ?	11465		
eritahwaho	eri	tahwaho	LLHLL	a.	5	everlasting	11466		
eritaine	erita	ine	LLHLL	v.	5	which/it has not	11467		
eritakareebwaga	eri	takareebwaga	LLHLLLLL	v.	5	remarkable	11468		
eritari	erita	ri	LLHL	v.	5	which/it is not	11469		
eriteekire	eri	teekire	LLLLLL	a.	5	cooked; boiled	11470		
riti	ri	ti	LL	a.	5	like this	11471		
erito	eri	to	LHL	a.	5	young	11472		
rityo	ri	tyo	LL	a.		like that	11473		
eriyonjo	eri	yonjo	LLLL	a.	5	clean	11474		(G)
erizima	eri	zima	LLLL	a.	5	"real, true"	11475		
roore		roore	HLL	n.		lorry	11476	< Engl.	
oru	oru		LL	a.	11	which (objective)	11477		
oruba	oru	ba	LHL	n.	11	bundle of firewood; (A) lower jaw	11478		
orubaaho	oru	baaho	LLLLL	n.	11	"board, blackboard; form- shelf"	11479		
rubaaho		rubaaho	LLLL	n.	?	lorry	11480		
orubaare	oru	baare	LLHLL	n.	11	hail; snow; ice; frost; mark from a garment on one's skin	11481		
orubabi	oru	babi	LLLL	n.	11	large leaf	11482		
orubabo	oru	babo	LLHL	n.	11	tongue of fire	11483		
orubaju	oru	baju	LLLL	n.	11	"side, end; bank, shore;"	11484		
aha rubaju rwa	aha ru	baju rwa	LLLLLL	:	16	at the side of;	11485		
orubaju n' orubaju	oru	baju n' orubaju	LLLLHLLL	:	11	on both sides	11486		
kugwera orubaju	ku	gwera orubaju	LLLLLLL	:		take sides	11487		
orubaka	oru	baka	LLHL	n.	11	bat	11488		
Rubambansi		rumbambansi	LLLL	n.	1a?	His Majesty	11489		
orubambo	oru	bambo	LLLL	n.	11	peg	11490		
Rubanda		rubanda	LFL	n.	1a	an ancient hero like Methuselah-	11491		
obwa Rubanda na Ruzigye	obwa	Rubanda na Ruzigye	LLLLLLLLL	:	14	outmoded time or thing	11492		
orubande	oru	bande	LLHL	n.	11	by-path; track	11493		
orubango	oru	bango	LLFL	n.	11	spear-shaft; javelin	11494		
orubanja	oru	banja	LLFL	n.	11	judgment; fault;	11495		
kuta aha rubanja rwa	ku	ta aha rubanja rwa	HLLLLFLL	:		convict of;	11496		
kutaasya orubanja	ku	taasya orubanja	LLLLLLFL	:		be convicted	11497		
orubaro	oru	baro	LLLL	n.	11	"census, ' figures ' (esp. population)"	11498		
orubata	oru	bata	LLLL	n.	11	millet left in a basket after a meal	11499		
orubeerera	oru	beerera	LLLLLL	n.	11	P.W.D. camp	11500		
orubengo	oru	bengo	LLLL	n.	11	lower millstone	11501		
orubi	oru	bi	LHL	a.	11	bad; ugly; dirty	11502		
orubibi	oru	bibi	LLHL	n.	11	bank which divides plots	11503		
